doi,journal_short,publication_year,title,study_setting,study_iso3_list,irb_status,irb_terms_matched,irb_institutions,irb_iso3_list,irb_country_identified,irb_in_study_country,irb_location_class,irb_n_institutions,irb_approval_status,irb_justification,irb_llm_model,irb_llm_prompt_version,snapshot_utc
10.1162/rest_a_01529,RESTAT,2024,A Firm of One's Own: Experimental Evidence on Credit Constraints and Occupational Choice,single_country,KEN,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1162/rest.a.275,RESTAT,2025,Heat and Team Production: Experimental Evidence from Bangladesh,single_country,BGD,ok,IRB,IRB (unnamed),,FALSE,FALSE,undetermined,1,approved,"Full-text re-extraction 2026-06-15 (agent-assisted): However, it's important to note that we obtained IRB approval for the changes in our experiment design and research implementation partner.",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/app.20190568,AEJ_Applied,2021,Rational Habit Formation: Experimental Evidence from Handwashing in India,single_country,IND,ok,IRB | Institutional Review Board,IFMR ; MIT,IND;USA,TRUE,TRUE,both,2,approved,"Rule-based match: IFMR, MIT",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/app.20210248,AEJ_Applied,2024,"What’s Behind Her Smile? Health, Looks, and Self-Esteem",single_country,CHL,ok,IRB,Pontificia Universidad Catolica de Chile (PUC-Chile) (CHL),CHL,TRUE,TRUE,local_only,1,approved,"Full-text re-extraction 2026-06-15 (agent-assisted): This study is registered in the AEA RCT Registry (#0000285); see Gallego, Larroulet and Repetto (2014). We obtained IRB approval from PUC-Chile.",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/app.20230227,AEJ_Applied,2025,"Childcare, Labor Supply, and Business Development: Experimental Evidence from Uganda",single_country,UGA,ok,Institutional Review Board | ethical/ethics,Bocconi University ; NHH Norwegian School of Economics,ITA;NOR,TRUE,FALSE,foreign_only,2,approved,"Rule-based match: Bocconi University, NHH Norwegian School of Economics",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/app.20230672,AEJ_Applied,2025,"Information Systems, Service Delivery, and Corruption: Evidence From the Bangladesh Civil Service",single_country,BGD,ok,IRB,Yale University ; International Growth Centre (LSE/Oxford),GBR;USA,TRUE,FALSE,foreign_only,2,approved,"Rule-based match: Yale University, International Growth Centre (LSE/Oxford)",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/app.20210266,AEJ_Applied,2023,Does Exposure to Other Ethnic Regions Promote National Integration? Evidence from Nigeria,single_country,NGA,ok,Institutional Review Board,Harvard University,USA,TRUE,FALSE,foreign_only,1,approved,Rule-based match: Harvard University,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/app.20220047,AEJ_Applied,2024,Spillovers without Social Interactions in Urban Sanitation,single_country,SEN,ok,IRB,University of Virginia ; Senegal national IRB,SEN;USA,TRUE,TRUE,both,2,approved,"Rule-based match: University of Virginia, Senegal national IRB",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/app.20220088,AEJ_Applied,2024,Public Information Is an Incentive for Politicians: Experimental Evidence from Delhi Elections,single_country,IND,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1257/app.20220037,AEJ_Applied,2024,Private Input Suppliers as Information Agents for Technology Adoption in Agriculture,single_country,IND,ok,IRB,Tufts University,USA,TRUE,FALSE,foreign_only,1,approved,Rule-based match: Tufts University,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/app.20220532,AEJ_Applied,2024,"Noise, Cognitive Function, and Worker Productivity",single_country,KEN,ok,IRB | ethical/ethics,KEMRI ; MIT,KEN;USA,TRUE,TRUE,both,2,approved,"Rule-based match: KEMRI, MIT",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/app.20220072,AEJ_Applied,2024,Digital Information Provision and Behavior Change: Lessons from Six Experiments in East Africa,cross_country,KEN;RWA,ok,IRB,Harvard University IRB (USA),USA,TRUE,FALSE,foreign_only,1,approved,"Full-text re-extraction 2026-06-15 (agent-assisted): The project was approved by the Harvard IRB (IDs: IRB16-1121, IRB13-3434, IRB17-06991), and is registered at the AEA RCT Registry (AEARCTR-0006837) (Fabregas et al. 2020a).",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/app.20190783,AEJ_Applied,2021,Improving Last-Mile Service Delivery Using Phone-Based Monitoring,single_country,IND,ok,IRB,UC San Diego,USA,TRUE,FALSE,foreign_only,1,mentioned_only,Rule-based match: UC San Diego,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/app.20210583,AEJ_Applied,2023,Uncovering Peer Effects in Social and Academic Skills,single_country,PER,ok,IRB | ethical/ethics,MIT,USA,TRUE,FALSE,foreign_only,1,approved,Rule-based match: MIT,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/app.20210683,AEJ_Applied,2023,Is It Who You Are or What You Get? Comparing the Impacts of Loans and Grants for Microenterprise Development,single_country,EGY,ok,IRB,University of Illinois at Urbana-Champaign IRB (USA),USA,TRUE,FALSE,foreign_only,1,approved,Full-text re-extraction 2026-06-15 (agent-assisted): The original design of the experiment is filed in AEARCTR-0003851. UIUC IRB approval #17189.,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/app.20210571,AEJ_Applied,2023,Hidden Income and the Perceived Returns to Migration,single_country,KEN,ok,IRB | Institutional Review Board,Stanford University,USA,TRUE,FALSE,foreign_only,1,approved,Rule-based match: Stanford University,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aer.20191178,AER,2021,"Consumption Response to Credit Expansions: Evidence from Experimental Assignment of 45,307 Credit Lines",single_country,TUR,ok,IRB | human subjects,Stanford University IRB (USA),USA,TRUE,FALSE,foreign_only,1,approved,"Full-text re-extraction 2026-06-15 (agent-assisted): The field experiment was conducted within the guidelines of a Stanford IRB approved human subjects protocol (29,432) and was submitted to the American Economic Association Randomized Controlled Trial Registry on February 2, 2015 (608).",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aer.20200295,AER,2021,Can Network Theory-Based Targeting Increase Technology Adoption?,single_country,MWI,ok,IRB,Northwestern University ; MIT,USA,TRUE,FALSE,foreign_only,2,approved,"Rule-based match: Northwestern University, MIT",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aer.20200125,AER,2021,An Experiment in Candidate Selection,single_country,SLE,ok,Institutional Review Board | ethical/ethics,Stanford University,USA,TRUE,FALSE,foreign_only,1,approved,Rule-based match: Stanford University,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/pol.20230620,AEJ_EP,2025,"Transmitting Rights: Effective Cooperation, Inter-gender Contact, and Student Achievement",single_country,PAK,ok,IRB | ethical/ethics,Lahore School of Economics,PAK,TRUE,TRUE,local_only,1,approved,Rule-based match: Lahore School of Economics,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/pol.20230283,AEJ_EP,2025,Informing Mothers about the Benefits of Conversing with Infants: Experimental Evidence from Ghana,single_country,GHA,ok,IRB | ethical/ethics,Stanford University,USA,TRUE,FALSE,foreign_only,1,approved,Rule-based match: Stanford University,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/pol.20200563,AEJ_EP,2023,"Student Performance, Peer Effects, and Friend Networks: Evidence from a Randomized Peer Intervention",single_country,CHN,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1257/pol.20210202,AEJ_EP,2023,Incentivizing School Attendance in the Presence of Parent-Child Information Frictions,single_country,MOZ,ok,ethical/ethics,"University of Bristol School of Economics, Finance and Management Ethics Committee (GBR)",GBR,TRUE,FALSE,foreign_only,1,approved,"Full-text re-extraction 2026-06-15 (agent-assisted): This research was approved by the University of Bristol's School of Economics, Finance and Management Ethics Committee on March 14, 2015. AEA registry trial ID number: AEARCTR-0001069.",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/app.20190722,AEJ_Applied,2021,Does Patient Demand Contribute to the Overuse of Prescription Drugs?,single_country,MLI,ok,IRB,"Medical faculty, Bamako (Mali)",MLI,TRUE,TRUE,local_only,1,approved,"Rule-based match: Medical faculty, Bamako (Mali)",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/pol.20210121,AEJ_EP,2023,Expanding Access to Clean Water for the Rural Poor: Experimental Evidence from Malawi,single_country,MWI,ok,IRB,Malawi National Health Sciences Research Committee ; Stanford University,MWI;USA,TRUE,TRUE,both,2,approved,"Rule-based match: Malawi National Health Sciences Research Committee, Stanford University",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/pol.20200123,AEJ_EP,2022,"Technology, Taxation, and Corruption: Evidence from the Introduction of Electronic Tax Filing",single_country,TJK,ok,Institutional Review Board,Harvard University,USA,TRUE,FALSE,foreign_only,1,approved,Rule-based match: Harvard University,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/pol.20200713,AEJ_EP,2022,"Engaging Teachers with Technology Increased Achievement, Bypassing Teachers Did Not",single_country,PAK,ok,IRB | ethical/ethics,University of Delaware,USA,TRUE,FALSE,foreign_only,1,mentioned_only,Rule-based match: University of Delaware,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/pol.20200778,AEJ_EP,2022,Adviser Value Added and Student Outcomes: Evidence from Randomly Assigned College Advisers,no_country,,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1257/pol.20190664,AEJ_EP,2021,"Improving Police Performance in Rajasthan, India: Experimental Evidence on Incentives, Managerial Autonomy, and Training",single_country,IND,ok,IRB/ethics (full-text rescan),MIT COUHES (USA),USA,TRUE,FALSE,foreign_only,1,approved,"Full-text rescan 2026-06-15 (no_mention->reports IRB): erjee et al. 2011). This study is registered in the AEA RCT Registry with the unique identifying number: AEARCTR-0001362 (Banerjee et al. 2016) and it has been approved by the MIT Committee on the Use of Humans and Experimental Subjects, pr",,,2026-06-10T13:31:38Z
10.1257/app.20230108,AEJ_Applied,2025,"Sustainable Poverty Reduction through Social Assistance: Modality, Context, and Complementary Programming in Bangladesh",single_country,BGD,ok,IRB/ethics (full-text rescan),IFPRI IRB (USA); Ministry of Food and Disaster Management (BGD),BGD;USA,TRUE,TRUE,both,2,approved,"Full-text rescan 2026-06-15 (no_mention->reports IRB): ostprogram study AEARCTR-0002977) (Ahmed, Hoddinott, and Roy 2014; Ahmed et al. 2018) and with ClinicalTrials.gov (ID: NCT03810300), received approval from the Institutional Review Board of IFPRI (PHND-18-0416), and was reviewed by the Mini",,,2026-06-10T13:31:38Z
10.1257/aer.20201385,AER,2021,Labor Rationing,single_country,IND,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1257/aer.20210122,AER,2022,Market Access and Quality Upgrading: Evidence from Four Field Experiments,single_country,UGA,ok,Institutional Review Board | ethical/ethics,Makerere University ; Uganda National Council for Science & Technology,UGA,TRUE,TRUE,local_only,2,approved,"Rule-based match: Makerere University, Uganda National Council for Science & Technology",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aer.20201159,AER,2022,Local Elites as State Capacity: How City Chiefs Use Local Information to Increase Tax Compliance in the Democratic Republic of the Congo,single_country,COD,ok,IRB,Harvard University,USA,TRUE,FALSE,foreign_only,1,approved,Rule-based match: Harvard University,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/app.20210011,AEJ_Applied,2022,Inefficient Water Pricing and Incentives for Conservation,single_country,BGD,ok,Institutional Review Board,Tufts University,USA,TRUE,FALSE,foreign_only,1,approved,Rule-based match: Tufts University,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aer.20200961,AER,2022,Job Search and Hiring with Limited Information about Workseekers’ Skills,single_country,ZAF,ok,Institutional Review Board | ethical/ethics | human subjects,Duke University ; University of Cape Town,USA;ZAF,TRUE,TRUE,both,2,approved,"Rule-based match: Duke University, University of Cape Town",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aer.20201661,AER,2022,"Fictional Money, Real Costs: Impacts of Financial Salience on Disadvantaged Students",single_country,PER,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1257/aer.20210766,AER,2022,"Credit, Attention, and Externalities in the Adoption of Energy Efficient Technologies by Low-Income Households",single_country,KEN,ok,IRB,KEMRI ; UC Berkeley,KEN;USA,TRUE,TRUE,both,2,approved,"Rule-based match: KEMRI, UC Berkeley",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aer.20210778,AER,2022,All Eyes on Them: A Field Experiment on Citizen Oversight and Electoral Integrity,single_country,COL,ok,IRB,UC Berkeley,USA,TRUE,FALSE,foreign_only,1,approved,Rule-based match: UC Berkeley,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aer.20191780,AER,2021,Types of Contact: A Field Experiment on Collaborative and Adversarial Caste Integration,single_country,IND,ok,IRB,IFMR ; MIT,IND;USA,TRUE,TRUE,both,2,approved,"Rule-based match: IFMR, MIT",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aer.20190586,AER,2021,The Selection of Talent: Experimental and Structural Evidence from Ethiopia,single_country,,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1257/aer.20191726,AER,2021,The Impacts of a Multifaceted Prenatal Intervention on Human Capital Accumulation in Early Life,single_country,NGA,ok,IRB | ethical/ethics | human subjects,National Health Research Ethics Committee of Nigeria,NGA,TRUE,TRUE,local_only,1,approved,Rule-based match: National Health Research Ethics Committee of Nigeria,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aer.20200523,AER,2021,The Challenges of Universal Health Insurance in Developing Countries: Experimental Evidence from Indonesia’s National Health Insurance,single_country,IDN,ok,IRB,MIT,USA,TRUE,FALSE,foreign_only,1,approved,Rule-based match: MIT,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aer.20191972,AER,2021,"Recruitment, Effort, and Retention Effects of Performance Contracts for Civil Servants: Experimental Evidence from Rwandan Primary Schools",single_country,RWA,ok,IRB | ethical/ethics,Innovations for Poverty Action ; Rwanda National Ethics Committee,RWA;USA,TRUE,TRUE,both,2,approved,"Rule-based match: Innovations for Poverty Action, Rwanda National Ethics Committee",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/app.20200503,AEJ_Applied,2023,Are Small Firms Labor Constrained? Experimental Evidence from Ghana,single_country,GHA,ok,IRB,University of Virginia ; Innovations for Poverty Action,USA,TRUE,FALSE,foreign_only,2,approved,"Rule-based match: University of Virginia, Innovations for Poverty Action",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aer.20200705,AER,2021,On Her Own Account: How Strengthening Women’s Financial Control Impacts Labor Supply and Gender Norms,single_country,IND,ok,IRB,Harvard University ; IFMR,IND;USA,TRUE,TRUE,both,2,approved,"Rule-based match: Harvard University, IFMR",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aer.20190830,AER,2021,"How Research Affects Policy: Experimental Evidence from 2,150 Brazilian Municipalities",single_country,BRA,ok,ethical/ethics | human subjects,Harvard University ; UC Davis,USA,TRUE,FALSE,foreign_only,2,mentioned_only,"Rule-based match: Harvard University, UC Davis",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/app.20200639,AEJ_Applied,2023,Adverse Selection in Low-Income Health Insurance Markets: Evidence from an RCT in Pakistan,single_country,PAK,ok,IRB,University of Mannheim,DEU,TRUE,FALSE,foreign_only,1,approved,Rule-based match: University of Mannheim,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/app.20200306,AEJ_Applied,2022,Using Individual-Level Randomized Treatment to Learn about Market Structure,single_country,SLE,ok,IRB,MIT ; Innovations for Poverty Action,USA,TRUE,FALSE,foreign_only,2,approved,"Rule-based match: MIT, Innovations for Poverty Action",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/app.20210041,AEJ_Applied,2022,The Effects of Working While in School: Evidence from Employment Lotteries,single_country,URY,ok,ethical/ethics | ethical/ethics approval,Bocconi University Ethics Committee (ITA),ITA,TRUE,FALSE,foreign_only,1,approved,"Full-text re-extraction 2026-06-15 (agent-assisted): This project received ethical approval from the ethics committee of Bocconi University and was registered in the American Economic Association's registry with number AEARCTR-0002287 (Le Barbanchon, Ubfal, and Araya 2021).",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/app.20200025,AEJ_Applied,2022,LinkedIn(to) Job Opportunities: Experimental Evidence from Job Readiness Training,single_country,ZAF,ok,Institutional Review Board,Duke University (USA); RTI International (USA),USA,TRUE,FALSE,foreign_only,2,approved,Full-text re-extraction 2026-06-15 (agent-assisted): This project was pre-registered on the AEA's RCT Trial Registry at https://doi.org/10.1257/rct.1 624-9.1 and approved by Institutional Review Boards at Duke University (#D0365) and RTI (#13900).,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/app.20190497,AEJ_Applied,2021,Teaching Labor Laws: Evidence from a Randomized Control Trial in South Africa,single_country,ZAF,ok,IRB,University of Chicago ; University of Cape Town,USA;ZAF,TRUE,TRUE,both,2,approved,"Rule-based match: University of Chicago, University of Cape Town",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aer.20200751,AER,2022,Targeting High Ability Entrepreneurs Using Community Information: Mechanism Design in the Field,single_country,IND,ok,IRB,MIT,USA,TRUE,FALSE,foreign_only,1,approved,Rule-based match: MIT,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aer.20211879,AER,2023,Worth Your Weight: Experimental Evidence on the Benefits of Obesity in Low-Income Countries,single_country,UGA,ok,IRB | ethical/ethics,University of Zurich ; Uganda National Council for Science & Technology,CHE;UGA,TRUE,TRUE,both,2,approved,"Rule-based match: University of Zurich, Uganda National Council for Science & Technology",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aer.20220616,AER,2024,Big Loans to Small Businesses: Predicting Winners and Losers in an Entrepreneurial Lending Experiment,single_country,EGY,ok,IRB | ethical/ethics | human subjects,Innovations for Poverty Action,USA,TRUE,FALSE,foreign_only,1,approved,Rule-based match: Innovations for Poverty Action,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aer.20241305,AER,2025,The Negligible Effect of Free Contraception on Fertility: Experimental Evidence from Burkina Faso,single_country,BFA,ok,IRB | Institutional Review Board | ethical/ethics,Stanford University ; University of California ; Northwestern University,USA,TRUE,FALSE,foreign_only,3,approved,"Rule-based match: Stanford University, University of California, Northwestern University",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aeri.20190382,AERI,2021,Connecting the Countryside via E-Commerce: Evidence from China,single_country,CHN,ok,IRB | human subjects,UC Berkeley,USA,TRUE,FALSE,foreign_only,1,approved,Rule-based match: UC Berkeley,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aeri.20200667,AERI,2021,Long-Term Effects of the Targeting the Ultra Poor Program,single_country,IND,ok,Institutional Review Board,MIT,USA,TRUE,FALSE,foreign_only,1,approved,Rule-based match: MIT,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aeri.20210612,AERI,2022,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress,single_country,GHA,ok,ethical/ethics | human subjects,Innovations for Poverty Action ; Northwestern University,USA,TRUE,FALSE,foreign_only,2,approved,"Rule-based match: Innovations for Poverty Action, Northwestern University",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aeri.20200723,AERI,2022,Gotta Have Money to Make Money? Bargaining Behavior and Financial Need of Microentrepreneurs,single_country,GHA,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1257/aeri.20220427,AERI,2023,Cognitive Behavioral Therapy Reduces Crime and Violence over Ten Years: Experimental Evidence,single_country,LBR,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1257/aeri.20220321,AERI,2023,Ghosting the Tax Authority: Fake Firms and Tax Fraud in Ecuador,single_country,ECU,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1257/aer.20211616,AER,2022,The Psychosocial Value of Employment: Evidence from a Refugee Camp,single_country,BGD,ok,IRB,Harvard University,USA,TRUE,FALSE,foreign_only,1,approved,Rule-based match: Harvard University,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aeri.20220566,AERI,2023,Hiring Frictions and the Promise of Online Job Portals: Evidence from India,single_country,IND,ok,IRB,Harvard University ; IFMR,IND;USA,TRUE,TRUE,both,2,approved,"Rule-based match: Harvard University, IFMR",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aeri.20220696,AERI,2024,Can Financial Incentives to Firms Improve Apprenticeship Training? Experimental Evidence from Ghana,single_country,GHA,ok,IRB,Innovations for Poverty Action,USA,TRUE,FALSE,foreign_only,1,approved,Rule-based match: Innovations for Poverty Action,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aeri.20230069,AERI,2024,Cash and Conflict: Large-Scale Experimental Evidence from Niger,single_country,NER,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1257/aeri.20230156,AERI,2024,The Fading Treatment Effects of a Multifaceted Asset-Transfer Program in Ethiopia,single_country,ETH,ok,IRB | human subjects,Yale University Human Subjects Committee (USA); IPA Human Subjects Committee (USA),USA,TRUE,FALSE,foreign_only,2,approved,Full-text re-extraction 2026-06-15 (agent-assisted): This study received approval from the Yale University Human Subjects Committee (IRB protocol 1002006308) and the IPA Human Subjects Committee (IRB protocol 5.09December-003).,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aeri.20240581,AERI,2025,Long-Term and Lasting Impacts of Personal Initiative Training on Entrepreneurial Success,single_country,TGO,ok,IRB,World Bank,USA,TRUE,FALSE,foreign_only,1,mentioned_only,Rule-based match: World Bank,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aeri.20230431,AERI,2025,Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,single_country,IND,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1257/aeri.20230594,AERI,2025,Promotions and Productivity: The Role of Meritocracy and Pay Progression in the Public Sector,single_country,SLE,ok,IRB | ethical/ethics,Universitat Pompeu Fabra,ESP,TRUE,FALSE,foreign_only,1,approved,Rule-based match: Universitat Pompeu Fabra,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aeri.20240058,AERI,2025,Surviving Bad News: Health Information without Treatment Options,single_country,MWI,no_mention,,,,,,no_mention,,,Full-text re-extraction 2026-06-15 (agent-assisted): original term match was spurious; no IRB/ethics statement found in full text.,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.3982/ecta18916,ECMA,2023,Selection Into Credit Markets: Evidence From Agriculture in Mali,single_country,MLI,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.3982/ecta19959,ECMA,2024,The State Capacity Ceiling on Tax Rates: Evidence From Randomized Tax Abatements in the DRC,single_country,COD,ok,Institutional Review Board,Harvard University,USA,TRUE,FALSE,foreign_only,1,approved,Rule-based match: Harvard University,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aer.20190565,AER,2022,Vulnerability and Clientelism,single_country,BRA,ok,IRB | ethical/ethics,University of Toronto,CAN,TRUE,FALSE,foreign_only,1,approved,Rule-based match: University of Toronto,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1093/ej/ueab007,EJ,2021,Psychological Effects of Poverty on Time Preferences,single_country,UGA,ok,IRB/ethics (full-text rescan),"Charles University, Faculty of Social Sciences Ethics Commission (CZE)",CZE,TRUE,FALSE,foreign_only,1,approved,Full-text rescan 2026-06-15 (no_mention->reports IRB): 69S) and when revising the paper (20-11091S). Bartos gratefully acknowledges the support of the German Science Foundation through CRC TRR 190. The research was approved by the Commission for Ethics in Research at the Faculty of Social Scien,,,2026-06-10T13:31:38Z
10.1093/ej/ueab071,EJ,2021,Screening and Signalling Non-Cognitive Skills: Experimental Evidence from Uganda,single_country,UGA,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1093/ej/ueac001,EJ,2022,"Expectations, Wage Hikes and Worker Voice",single_country,IND,ok,IRB/ethics (full-text rescan),University of Michigan IRB (USA),USA,TRUE,FALSE,foreign_only,1,approved,"Full-text rescan 2026-06-15 (no_mention->reports IRB): niversity of Colorado, University of Hawaii, BREAD, WEAI International, ISI and University of Chicago for very helpful comments. This research was reviewed and approved by the University of Michigan IRB (HUM00178121). All errors are our own",,,2026-06-10T13:31:38Z
10.1257/aer.20231247,AER,2025,Mission Motivation and Public Sector Performance: Experimental Evidence from Pakistan,single_country,PAK,ok,IRB,UC Berkeley,USA,TRUE,FALSE,foreign_only,1,approved,Rule-based match: UC Berkeley,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aer.20230758,AER,2025,Leaders in Social Movements: Evidence from Unions in Myanmar,single_country,MMR,ok,IRB,Columbia University ; London School of Economics,GBR;USA,TRUE,FALSE,foreign_only,2,approved,"Rule-based match: Columbia University, London School of Economics",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aer.20221234,AER,2025,Land Rental Markets: Experimental Evidence from Kenya,single_country,KEN,ok,IRB | ethical/ethics,Columbia University ; University of Zurich ; Maseno University,CHE;KEN;USA,TRUE,TRUE,both,3,approved,"Rule-based match: Columbia University, University of Zurich, Maseno University",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aer.20240374,AER,2025,Empowering Adolescents to Transform Schools: Lessons from a Behavioral Targeting,single_country,TUR,ok,IRB | ethical/ethics | ethical/ethics approval,European University Institute (ITA); Bilkent University (TUR),ITA;TUR,TRUE,TRUE,both,2,approved,"Full-text re-extraction 2026-06-15 (agent-assisted): The project has ethics approvals from the European University Institute, Italy and Bilkent University, Türkiye (protocol 2019 07 22 02).",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aer.20230947,AER,2025,Effects of Enhanced Legal Aid in Child Welfare: Evidence from a Randomized Trial of Mi Abogado,single_country,,no_mention,,,,,,no_mention,,,Full-text re-extraction 2026-06-15 (agent-assisted): original term match was spurious; no IRB/ethics statement found in full text.,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aer.20240119,AER,2025,Drivers of Change: Employment Responses to the Lifting of the Saudi Female Driving Ban,single_country,SAU,ok,IRB,Duke University Campus IRB (USA),USA,TRUE,FALSE,foreign_only,1,approved,Full-text re-extraction 2026-06-15 (agent-assisted): The Duke University Campus IRB approved this study (protocol 2019-0505).,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aer.20220720,AER,2023,A Signal to End Child Marriage: Theory and Experimental Evidence from Bangladesh,single_country,BGD,ok,IRB,MIT ; Innovations for Poverty Action,USA,TRUE,FALSE,foreign_only,2,approved,"Rule-based match: MIT, Innovations for Poverty Action",local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
10.1257/aer.20220471,AER,2024,Urban Public Works in Spatial Equilibrium: Experimental Evidence from Ethiopia,single_country,,no_mention,,,,,,no_mention,,,,,,2026-06-10T13:31:38Z
10.1257/aer.20220717,AER,2024,Resisting Social Pressure in the Household Using Mobile Money: Experimental Evidence on Microenterprise Investment in Uganda,single_country,UGA,ok,ethical/ethics | ethical/ethics approval,University of Oxford,GBR,TRUE,FALSE,foreign_only,1,approved,Rule-based match: University of Oxford,local-rules-v1,local-dict-v1,2026-06-10T13:31:38Z
