journal_short,journal_full,publication_year,publication_date,volume,issue,first_page,last_page,doi,title,authors,abstract,abstract_source,jel_codes,jel_codes_o_only,is_development,dev_filter_source,dev_llm_classification,dev_llm_justification,rct_classification,rct_subtype,rct_confidence,rct_justification,openalex_id,snapshot_utc,dev_llm_model,dev_llm_prompt_version,rct_llm_model,rct_llm_prompt_version
JDE,Journal of Development Economics,2023,2023-12-09,167,,103236,103236,10.1016/j.jdeveco.2023.103236,Corporate Social Responsibility along the global value chain,Philipp Herkenhoff; Sebastian Krautheim; Finn Ole Semrau; Frauke Steglich,"Locating substantial parts of the production process in developing and emerging economies, many firms face an increasing demand by stakeholders for Corporate Social Responsibility (CSR) along their value chains. Contractual incompleteness between firms and their suppliers at different stages of production can exacerbate the ability to meet these demands. We analyze a model of sequential production with incomplete contracts where CSR by independent suppliers differentiates the final product in the eyes of caring consumers. Progressing down the value chain, our model predicts an increasing CSR profile from upstream suppliers with low CSR to downstream suppliers with higher CSR. We confirm this prediction using Indian firm-level data – computing a firm’s value chain position by combining its product-level sales information with the World Input-Output Database. We find that more downstream firms report higher CSR expenditures as measured by a combination of staff welfare spending and social community spending.",openalex,F23;L14;M14,,TRUE,jde_inclusion_rule,,,no,n/a,high,This paper develops a theoretical model and tests predictions using observational firm-level data from India with no mention of randomization or experimental intervention.,https://openalex.org/W4389505489,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2022,2022-05-30,158,,102900,102900,10.1016/j.jdeveco.2022.102900,Wider economic benefits of transport corridors: Evidence from international development organizations,Muneeza Mehmood Alam; Matías Herrera Dappe; Martin Melecký; Ran Goldblatt,"This paper collects data on transport corridor projects financed by the Asian Development Bank, Japan International Cooperation Agency, and World Bank and links them to a wider economic benefit--local economic activity. The paper uses the difference-in-differences methodology to link the variation in country and local initial conditions, and project characteristics to local economic activity. Construction of a new (greenfield) corridor is associated with higher growth in economic activity around the corridor than the rehabilitation or expansion of an existing corridor. Private sector involvement in the operation and management of infrastructure is associated with lower growth in economic activity along the corridors. In the short to medium term, corridor investments with a larger geographic scope are associated with increased growth in economic activity along them, while in the long term, there is no significant difference relative to smaller-scope corridor investments. The initial conditions do not seem to influence how corridor investments affect the growth in economic activity.",econlit,F53;O18;O22;R11;R41;R53,O18;O22,TRUE,jde_inclusion_rule,,,no,n/a,high,"This paper uses difference-in-differences methodology with observational data on transport corridor projects, not randomized assignment to treatment.",https://openalex.org/W3186548695,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2024,2024-08-30,171,,103359,103359,10.1016/j.jdeveco.2024.103359,"Migration from developing countries: Selection, income elasticity, and Simpson’s paradox",Michael A. Clemens; Mariapia Mendola,"The economic causes and effects of migration from developing countries depend on patterns of self-selection that are difficult to observe. We estimate the degree of migrant self-selection--on both observed and unobserved determinants of income--for 99 developing countries using nationally representative survey data on 653,613 people. In low-income countries, people actively preparing to emigrate have 14 percent higher incomes explained by observed traits such as schooling, and 12 percent higher incomes explained by unobserved traits. The simulated income elasticity of emigration is positive in the aggregate (+0.23) despite being negative in subpopulations, an instance of Simpson's paradox.",econlit,I26;J15;J24;O15,O15,TRUE,jde_inclusion_rule,,,no,n/a,high,"This is an observational study using nationally representative survey data to estimate migrant self-selection patterns, with no mention of randomization or experimental intervention.",https://openalex.org/W4287695545,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2022,2022-11-29,161,,103015,103015,10.1016/j.jdeveco.2022.103015,Military investment and the rise of industrial clusters: Evidence from China’s self-strengthening movement,Shiyu Bo; Cong Liu; Yan Zhou,"This paper studies the shortand long-term impact of large-scale military investment on civilian industrial growth by focusing on China’s first attempt to modernize its military sector between 1861 and 1894. Panel data from 1858 to 1937 suggest that the program generated positive effects on civilian firm entry, but these effects appeared only after the government relaxed constraints on the entry of private firms. Long-term analysis shows that counties that received more military investment through the program, driven by plausibly exogenous ex ante political connections, had greater output in civilian industries in the 1930s. Analysis of the mechanisms suggest that the program boosted local economies through input-output linkages, human capital accumulation, and the rise of modern banks.",semantic_scholar,,,TRUE,jde_inclusion_rule,,,no,n/a,high,"This is a historical observational study using panel data from 1858-1937 to analyze the impact of military investment, with no mention of randomization or experimental design.",https://openalex.org/W4311754988,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2023,2023-02-01,163,,103070,103070,10.1016/j.jdeveco.2023.103070,Public governance versus corporate governance: Evidence from oil drilling in forests,James Cust; Torfinn Harding; Hanna Krings; Alexis Rivera-Ballesteros,"Petroleum companies look for oil and gas in some of the most remote and biodiverse forested areas on the planet. To study how local environmental footprints vary across countries and companies, we combine global company-level geo-coded data on oil drilling with high resolution data on forest loss. We find that oil wells drilled in countries with better public governance, measured by democracy scores, are associated with substantially lower forest loss in the period after drilling. In contrast, we do not find evidence of less forest clearance among companies with presumptively ‘better’ corporate governance practices, such as major international companies, publicly listed companies, or members of an industry association committed to high environmental standards. These results do not support a “pollution halo” effect, whereby companies might bring better environmental practices with them, exceeding domestic environmental standards.",openalex,H83;L71;Q23;Q41,,TRUE,jde_inclusion_rule,,,no,n/a,high,"This is an observational study using geo-coded data on oil drilling and forest loss to compare outcomes across countries and companies with different governance characteristics, with no mention of randomization.",https://openalex.org/W4318757041,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2024,2024-01-11,168,,103252,103252,10.1016/j.jdeveco.2024.103252,Gains from market integration: Welfare effects of new rural roads in Ethiopia,hundanol atnafu kebede,"This paper estimates the welfare gains from the construction of rural roads that connect agricultural villages to market centers. I take theoretical predictions from Ricardian trade models to a rich high spatial resolution micro data on agricultural production from Ethiopia, which coincides with a period of extensive rural road construction. I estimate that the road construction resulted in an approximately 13% increase in real agricultural income, on average, and show that this increase is attributed to the mechanisms suggested in the Ricardian trade model: the prices of villages' comparative advantage crops increased, and villages reallocated land for these crops following decreases in trade costs.",econlit,F11;O13;O18;Q13;Q15;R52,O13;O18,TRUE,jde_inclusion_rule,,,no,n/a,high,"This paper uses observational data on rural road construction with quasi-experimental methods to estimate welfare effects, without any mention of randomized assignment to treatment.",https://openalex.org/W4390830995,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2021,2021-04-21,151,,102671,102671,10.1016/j.jdeveco.2021.102671,High-skilled services and development in China,Lei Fang; Berthold Herrendorf,"We document that the employment share of high-skill-intensive services is much lower in China than in countries with similar GDP per capita. We build a model of structural change with goods and low- and high-skill-intensive services to account for this observation. We find that large distortions limit the size of high-skill-intensive services in China. If they were removed, both high-skill-intensive services and GDP per capita would increase considerably. We document a strong presence of state-owned enterprises in high-skill-intensive services and suggest that this leads to important distortions.",econlit,E23;J24;L32;O14;P23;P31,O14,TRUE,jde_inclusion_rule,,,no,n/a,high,"This is a structural model paper analyzing sectoral employment patterns and distortions in China using observational data, with no randomized intervention.",https://openalex.org/W2972934486,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2022,2022-08-28,160,,102950,102950,10.1016/j.jdeveco.2022.102950,Are age-of-marriage laws enforced? Evidence from developing countries,Matthew Collin; Theodore Talbot,"Child marriage is associated with negative outcomes for women and girls. Many countries have raised the legal age of marriage, but the incidence of early marriage remains high. We propose a simple test for whether laws are effective in deterring early marriage and apply it to data from both the Demographic and Health Surveys (DHS) and Multiple Indicator Cluster Surveys (MICS) covering over 100 countries using statistical tests derived from the regression discontinuity literature. By this measure, many countries are not enforcing the laws on their books, and enforcement may be not be improving over time. We argue that survey data provides a simple way to test if laws are being enforced and are binding, and interpret our results to show that legal change needs to be accompanied by better enforcement and greater monitoring to be effective.",econlit,J12;J13;J16;K36;O15;O17,O15;O17,TRUE,jde_inclusion_rule,,,no,n/a,high,"This paper uses observational survey data (DHS and MICS) with regression discontinuity methods to evaluate existing age-of-marriage laws, without any randomization by researchers.",https://openalex.org/W4293386046,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2023,2023-07-07,164,,103140,103140,10.1016/j.jdeveco.2023.103140,Fighting violence against women: The role of female political representation,Alena Bochenkova; Paolo Buonanno; Sergio Galletta,"We investigate the effect of women’s political leadership in local government on domestic violence against women. Using a regression discontinuity design, we compare Brazilian municipalities where a female candidate barely won to those where a female candidate barely lost mayoral elections. We find that the presence of a female mayor leads to a 50% average reduction in both the homicide rate and violence against women over a four-year term. These results are not attributable to pre-existing municipal characteristics or other observable mayor attributes. Collectively, our findings offer compelling evidence that women in office play a significant role in effectively addressing violence against women.",openalex,D72;J16;K42;O15;O17,O15;O17,TRUE,jde_inclusion_rule,,,no,n/a,high,"This study uses a regression discontinuity design based on close electoral outcomes, not random assignment to treatment by researchers.",https://openalex.org/W4383558743,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2024,2024-04-03,170,,103293,103293,10.1016/j.jdeveco.2024.103293,FDI inflows and export quality: Domestic competition and within-firm adjustment,Qing Liu; Larry D. Qiu; Chaoqun Zhan,"Product quality is widely regarded as an important determinant for economic development. This paper investigates whether horizontal foreign direct investment (FDI) improves or deteriorates the quality of domestic firms' exports. We use China's FDI regulation changes in 2002 as an instrument variable (IV) for FDI penetration in China to identify the causal impact and introduce a theoretical model to rationalize our empirical work. We find that FDI inflows exert a significantly negative effect on Chinese firms' export quality. The mechanism of the negative effect is that FDI intensifies the domestic market competition, which induces within-firm adjustment of product mix and lowers domestic firms' incentive to invest in the quality of new products. In particular, while domestic firms drop some existing products and introduce new products, they invest less in the quality of new products and maintain the quality of continuing products.",econlit,F14;F23;L15;O14;O19;P23;P33,O14;O19,TRUE,jde_inclusion_rule,,,no,n/a,high,"This paper uses China's FDI regulation changes as an instrumental variable in an observational study, not a randomized controlled trial.",https://openalex.org/W4394065291,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2024,2024-02-18,169,,103267,103267,10.1016/j.jdeveco.2024.103267,Improving smallholder agriculture via video-based group extension,Tushi Baul; Dean Karlan; Kentaro Toyama; Kathryn Vasilaky,"Providing agricultural advice at scale poses operational challenges. Technology may help if repeating content reinforces learning for recipients and thus improves adoption, but risks reducing efficacy given limited customization and human interaction. We tested videos shared with female farmers in India as a supplement to standard human-provided extension services promoting a climate-smart practice, System Rice Intensification. The average treatment effects are large but imprecise because of non-normally distributed outcomes, specifically fat right tails. Weighted quantile regressions show that the imprecision in estimating an average treatment effect comes from farmers with output or yields in the upper quantiles. Both quantile regressions of the 25% and 50% quantiles and a Bayesian hierarchical model (robust to several priors) reveal positive treatment effects, and two subtreatments, one that reinforces information on labor costs from adoption and a second that presents role models to motivate adoption, lead to even higher estimated treatment effects on output.",openalex,,,TRUE,jde_inclusion_rule,,,yes,cluster,high,"The abstract describes testing videos as a supplement to extension services with treatment effects and subtreatments, indicating randomized assignment of farmers to video-based agricultural extension interventions.",https://openalex.org/W4391918146,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2025,2025-01-07,174,,103450,103450,10.1016/j.jdeveco.2025.103450,When the levee breaks: The impact of floods on educational outcomes in China,Zenghe Huang; Xu-Yan Dong,"This study examines the impact of flooding on human capital investment in China. We find that early flood exposure significantly reduces educational attainment and the likelihood of entering high school in rural areas, particularly in regions with lower flood risk, non-detention basins, and counties without flood control dams. Income and opportunity cost effects contribute to these outcomes, with floods disproportionately affecting students from poor households. The emergence of low-skilled and labor-intensive firms post-floods further exacerbates the negative impact due to new job opportunities. A cohort difference-in-difference analysis of the 1998 China flood reveals that affected children under 15 in flooded areas experienced a reduction of 0.16 years in education. Our findings highlight the need for flood policies that mitigate the long-term adverse effects on human capital accumulation in China.",econlit,I21;J24;O13;O15;P28;Q54,O13;O15,TRUE,jde_inclusion_rule,,,no,n/a,high,This study uses a cohort difference-in-differences analysis of naturally occurring floods (the 1998 China flood) without any researcher-implemented randomization of treatment assignment.,https://openalex.org/W4406127505,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2021,2021-09-22,153,,102746,102746,10.1016/j.jdeveco.2021.102746,Religion and abortion: The role of politician identity,Sonia Bhalotra; Irma Clots‐Figueras; Lakshmi Iyer,"Abstract Debates around abortion typically invoke religion and politics but there is no causal evidence of the impact of politician religion on abortion. Leveraging quasi-random variation in politician religion generated by close elections in India and controlling for the party affiliation of politicians, we find lower rates of sex-selective abortion in districts won by Muslim state legislators, consistent with a higher reported aversion to abortion among Muslims compared to Hindus. The competing hypothesis that this reflects weaker son preference among Muslims is undermined by stated preference data and by demonstrating that fertility and girl-biased infant mortality increase in Muslim-won districts.",semantic_scholar,D72;I12;J13;J16;O15;O17;Z12,O15;O17,TRUE,jde_inclusion_rule,,,no,n/a,high,"This paper uses quasi-experimental methods (close elections as a natural experiment) to study the causal impact of politician religion on abortion, but does not involve actual randomization by researchers.",https://openalex.org/W2786980814,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2023,2023-04-22,163,,103101,103101,10.1016/j.jdeveco.2023.103101,The women-empowering effect of higher education,Ahmed Elsayed; Alina Shirshikova,"We examine the effects of the large-scale construction of public universities in Egypt during the 1960s and 1970s. We found that opening a local university increased the likelihood of obtaining higher education degrees and had long-lasting positive effects on labor market and marriage outcomes, particularly for women. We give insights on internal migration as a channel and show that migration prior to university enrollment age decreased while migration after that age increased as an outcome of university construction. Local universities reduced men’s migration for study and women’s migration for early marriage. The paper highlights the importance of increasing access to higher education for positive social and labor outcomes, particularly for women.",openalex,I23;J12;J16;O15,O15,TRUE,jde_inclusion_rule,,,no,n/a,high,"This paper examines the effects of university construction in Egypt using observational data from a historical policy change, not a randomized controlled trial.",https://openalex.org/W4366751855,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2023,2023-12-15,167,,103235,103235,10.1016/j.jdeveco.2023.103235,The demography of the great migration in China,Rufei Guo; Junsen Zhang; Minghai Zhou,"Fertility differentials across countries drive global migration. Despite a vibrant research agenda on the demographic forces behind international migration, little empirical research probes into the demography of internal migration. We analyze the demography of China's internal migration from 1996-2010. Specifically, we construct bilateral migration flows across Chinese prefectures and exploit large variations in cohort sizes induced by historical events. We find asymmetric impacts of ""push"" and ""pull"" demographic factors in determining internal migration. We also explore economic mechanisms behind demographic forces, such as the moderating effects of physical distance and social network, the substitution pattern by education, and a thick-market effect for marriage migration.",econlit,F22;J12;J15;O15;O19;P33,O15;O19,TRUE,jde_inclusion_rule,,,no,n/a,high,"This paper analyzes observational migration data exploiting historical variation in cohort sizes as a natural experiment, not a randomized controlled trial.",https://openalex.org/W4389804675,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2022,2022-05-13,157,,102888,102888,10.1016/j.jdeveco.2022.102888,From past lies to current misconduct: The long shadow of China's Great Leap Forward,Shuo Chen; Haoyuan Ding; Shu Lin; Haichun Ye,"Using hand-collected data on yield over-reporting during China ’ s Great Leap Forward (GLF) period, we find that GLF over-reporting in a chairperson ’ s province of origin strongly predicts corporate financial misconduct today. Evidence from a variety of identification strategies establishes a causal relationship. We also extend our analyses to other aspects of corporate misconduct and local dishonest behaviors. We show that GLF over-reporting has shifted social norms toward a present-day tolerance for dishonesty. Our findings suggest that wrongdoings by local government officials in the past can lead to adverse effects on people ’ s future behavior in the form of cheating.",semantic_scholar,D72;G32;P31;P34;Z13,,TRUE,jde_inclusion_rule,,,no,n/a,high,"This paper uses historical observational data on yield over-reporting during China's Great Leap Forward to study its correlation with current corporate misconduct, employing identification strategies but no randomization.",https://openalex.org/W4280579056,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2022,2022-10-19,159,,102982,102982,10.1016/j.jdeveco.2022.102982,“Storm autocracies”: Islands as natural experiments,Muhammad Habibur Rahman; Nejat Anbarcı; Mehmet Ulubaşoğlu,"We exploit the exogenous variation in the timing and intensity of storms in island countries to estimate the storms' effect on the extent of democracy. Using a rich panel dataset spanning the period 1950-2020, our difference-in-differences estimations, which allow multiple treatments over time, indicate that storms trigger autocratic tendencies in island countries by reducing the Polity2 score by about four percent in the following year. These findings resonate with our simple dynamic game-theoretical model, which predicts that governments move towards autocracy by placating citizens with post-disaster assistance in response to citizens' insurgency threat in the absence of relief, giving rise to the political regime of ""storm autocracies"". Our results survive a battery of robustness analyses, randomization tests, potential spatial biases, and other falsification and placebo checks.",econlit,D72;H12;O13;O17;Q54,O13;O17,TRUE,jde_inclusion_rule,,,no,n/a,high,"This paper uses naturally occurring storms as a source of exogenous variation in a difference-in-differences framework, not researcher-implemented randomization of a real-world intervention.",https://openalex.org/W4306767526,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2023,2023-09-29,166,,103195,103195,10.1016/j.jdeveco.2023.103195,Information and behavior: Evidence from fertilizer quantity recommendations in Bangladesh,Sabrin Beg; Mahnaz Islam; Khandker Wahedur Rahman,"We use a field experiment in Bangladesh to test if two types of variety-specific fertilizer recommendations--government provided, community-level recommendations and plot-specific recommendations based on individual soil tests--affect fertilizer use, yield, and profits. The treatments have a limited effect on quantity of most fertilizer types used by farmers. One exception is the case of TSP (phosphate fertilizer), which is recommended for all varieties but recommended quantities are significantly lower than the baseline average usage. A minority of treatment farmers over-react to the recommendations by stopping TSP use after the intervention. In the soil-testing treatment arm farmers also shift their seed choice to varieties for which their baseline fertilizer consumption aligns with the recommendation. Opting out of using TSP, an essential fertilizer, ultimately hurts productivity as farmers in the community-based recommendation arm experience a 4% yield reduction.",econlit,C93;O13;Q11;Q12,O13,TRUE,jde_inclusion_rule,,,yes,individual,high,"The abstract explicitly states 'we use a field experiment in Bangladesh' with treatment arms providing different types of fertilizer recommendations to farmers, indicating random assignment to real-world interventions.",https://openalex.org/W4387167266,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2024,2024-08-16,171,,103353,103353,10.1016/j.jdeveco.2024.103353,"Trade liberalization, labor market power, and misallocation across firms: Evidence from China's WTO accession",Enze Xie; Mingzhi Xu; Miaojie Yu,"This paper studies the impact of trade liberalization on the heterogeneity of labor market power among manufacturing firms, which is a potential source of misallocation. The model shows that heterogeneity of labor market power distorts the allocation of the factors of production, and the variance in the natural log of the markdown serves as a sufficient statistic to infer its negative impact on overall production efficiency. Using China's accession to the World Trade Organization (WTO) as a natural experiment, the empirical results suggest that lower input tariffs decrease the variance in the natural log of the markdown, which reflects the improvement in misallocation. In contrast, reductions in output tariffs have no significant effects.",econlit,D22;F13;F14;L60;O19;P23;P33,O19,TRUE,jde_inclusion_rule,,,no,n/a,high,"This paper uses China's WTO accession as a natural experiment with observational data, not an actual randomized controlled trial with researcher-implemented random assignment.",https://openalex.org/W4401630661,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2024,2024-11-09,172,,103403,103403,10.1016/j.jdeveco.2024.103403,"E-invoicing, tax audits and VAT compliance",Christos Kotsogiannis; Luca Salvadori; John Karangwa; Innocente Murasi,"Difficult to find another policy shift that has promised as much for tax compliance in developing countries as digitalization. Yet the evidence on its impact is scant. Using the universe of tax filings in Rwanda over the period 2012–2019, this paper investigates the extent to which digitalization (in the form of e-invoicing) has impacted on VAT compliance and in particular the effectiveness of tax audits. The evidence suggests that on the aggregate e-invoicing adoption has increased firms’ net VAT payments and has improved the efficiency of VAT audits. It is also shown that e-invoicing has a sizeable impact on VAT liabilities reported by audited firms, with this impact being attributed to tax audits being more efficient rather than to VAT registered firms becoming more compliant following their adoption of e-invoicing. • E-invoicing adoption has increased firms’ net VAT payments and has improved the efficiency of VAT audits. • E-invoicing significantly impacts VAT liabilities reported by audited firms, mainly through enhanced audit efficiency. • The tax audits that lead to a significant pro-deterrence effect on VAT compliance are those involving firms that have adopted E-invoicing. • For effectiveness of E-invoicing, it must be paired with sufficient enforcement policies.",openalex,,,TRUE,jde_inclusion_rule,,,no,n/a,high,This paper uses observational administrative tax data to study the impact of e-invoicing adoption on VAT compliance without any mention of randomized assignment to the digitalization intervention.,https://openalex.org/W4404201184,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2023,2023-08-22,165,,103173,103173,10.1016/j.jdeveco.2023.103173,Mitigating agricultural fires with carrot or stick? Evidence from China,Jing Cao; Rong Ma,"This paper examines the effects of biomass power plants (BPPs) on farmers' use of agricultural fires for land clearance in China from 2001 to 2019. We show that the entry of BPPs leads to a significant reduction of agricultural fires by 14%. Farmers near BPPs display stronger responses, leading to a more significant reduction in straw burning, especially during high agricultural fire seasons. The notable decline in agricultural fires is likely driven by economic incentives provided by BPPs to farmers for collecting crop straw from their land. Additionally, straw-burning bans have limited effectiveness in reducing total agricultural fires, but they appear to reduce straw burning during nighttime, when the monitoring of agricultural fires is easier. We also provide evidence that local air quality has markedly improved, resulting in substantial health benefits that surpass the social benefits of reducing carbon emissions.",econlit,O13;P28;P32;Q12;Q15;Q54,O13,TRUE,jde_inclusion_rule,,,no,n/a,high,"This is an observational study examining the effects of biomass power plant entry on agricultural fires using panel data from 2001-2019, with no mention of randomized assignment of the intervention.",https://openalex.org/W4386057040,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2024,2024-04-23,170,,103304,103304,10.1016/j.jdeveco.2024.103304,The effectiveness of entry deregulation: Novel evidence from removing minimum capital requirements,Hua Cheng; Siying Ding; Yongzheng Liu,"Although minimum paid-in capital requirements impede firm entry, governments worldwide have only recently started to reduce or remove such requirements. This study is among the first to examine the effectiveness of an entry deregulation reform in China that eliminated such requirements. We exploit city-year-month variation in reform implementation and employ a large nationwide administrative dataset of firm registrations, finding that the deregulation strongly encourages firm and job creation. Moreover, we find that the deregulation exerts a pro-competitive effect by encouraging the entry of small and medium-sized firms, private firms, and single-shareholder firms, which diversifies the industrial bases and reduces the industrial concentration of economic activity. Finally, we provide suggestive evidence that the deregulation promotes economic growth in the deregulated cities.",econlit,L25;L51;O11;O14;O47;P23,O11;O14;O47,TRUE,jde_inclusion_rule,,,no,n/a,high,"This study uses observational data exploiting city-year-month variation in policy implementation timing, which is a quasi-experimental difference-in-differences design, not a randomized controlled trial.",https://openalex.org/W4395053512,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2022,2022-02-28,156,,102850,102850,10.1016/j.jdeveco.2022.102850,Car restriction policies and housing markets,Xueying Lyu,"This paper investigates the differential impacts of a unique car restriction policy--the car purchase lottery in Beijing--on the housing markets across locations within the city. I use a difference-in-differences approach to compare heterogeneous neighborhoods before and after the implementation of the policy. Housing prices experience a relative increase at locations closer to common destinations (employment centers: 0.7% per kilometer; primary schools: 3.3% per kilometer) and with better access to public transit (subways: 1.2% per kilometer; buses: 0.08% per line). These changes reflect capitalization of the car restriction policy and imply a large wealth redistribution as large as 6 years of average disposable income across homeowners. The results are relevant to policy, both in the context of unintended consequences and for efforts to develop offsetting measures.",econlit,O18;P25;R31;R41;R48,O18,TRUE,jde_inclusion_rule,,,no,n/a,high,"This paper uses a difference-in-differences approach to study the effects of a car purchase lottery policy on housing markets, which is a quasi-experimental observational method without researcher-implemented randomization.",https://openalex.org/W4214604376,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2023,2023-12-01,167,,103218,103218,10.1016/j.jdeveco.2023.103218,Migration and resource misallocation in China,Xiaolu Li; Lin Ma; Yang Tang,"We structurally estimate the firm-level frictions across prefectures in China and quantify their aggregate and distributional implications. Based on a general equilibrium model with input and output distortions and migration, we show that the firm-level frictions are less dispersed and less correlated with firm productivity in richer prefectures. Counterfactual exercises show that reducing the within-prefecture misallocation increases aggregate welfare, discourages migration toward large prefectures, and reduces spatial inequality. Moreover, internal migration alleviates micro-frictions' impacts on aggregate welfare and worsens their effects on spatial inequality.",econlit,D24;D63;O14;O18;P23;P25;R23,O14;O18,TRUE,jde_inclusion_rule,,,no,n/a,high,"This paper uses structural estimation and counterfactual simulations to analyze firm-level frictions and migration patterns, with no mention of randomized assignment to any intervention.",https://openalex.org/W4389219531,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2024,2024-09-26,172,,103381,103381,10.1016/j.jdeveco.2024.103381,Robots as guardians: Industrial automation and workplace safety in China,Wei Luo; Lixin Tang; Yaxin Yang; Xianqiang Zou,"Industrial robots can improve workplace safety by performing hazardous tasks on behalf of workers. This paper examines the impact of industrial robots on workplace safety in China. We find that a one-standard-deviation increase in robot exposure reduces annual workplace accidents and fatalities by 0.100 and 0.0133 cases per thousand population, compared to sample averages of 0.122 accidents and 0.0351 fatalities. These findings are robust to an instrumental variable strategy and various robustness checks. Our analysis of injuries in household surveys and Baidu search activities reinforces these results. Using an accounting framework, we show that the safety improvement is not driven by the mechanical effects of robot-induced employment reduction. Instead, within-occupation improvement in workplace safety plays a more crucial role.",econlit,J21;J28;O14;O15;O33;P23,O14;O15;O33,TRUE,jde_inclusion_rule,,,no,n/a,high,"This is an observational study using variation in robot exposure with instrumental variables, not a randomized controlled trial of robot deployment.",https://openalex.org/W4402893073,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
JDE,Journal of Development Economics,2023,2023-08-28,166,,103175,103175,10.1016/j.jdeveco.2023.103175,"Cultural distance, firm boundaries, and global sourcing",Yuriy Gorodnichenko; Bohdan Kukharskyy; Gérard Roland,"Casual observation suggests that cultural differences play an important role in business transactions, yet systematic evidence on this relationship is scarce. This paper provides a novel investigation of the effect of cultural distance on multinational firms' decisions to integrate their cooperation partners into firm boundaries, rather than transact with independent companies at arm's-length. To guide our empirical analysis, we develop a simple theoretical model which suggests that (i) cultural distance between contracting parties decreases the relative attractiveness of integration, and (ii) this effect is mitigated in more productive firms. We test these predictions using extensive product-, industry-, and firm-level data. We find a robust negative relationship between cultural distance and the relative attractiveness of integration. In line with our theoretical predictions, we also find that the effect of cultural distance on firm boundaries is less pronounced the higher firm's productivity.",econlit,D24;F23;Z13,,TRUE,jde_inclusion_rule,,,no,n/a,high,"This paper uses observational firm-level data to analyze the relationship between cultural distance and integration decisions, with no mention of randomization or experimental intervention.",https://openalex.org/W4386226701,2026-05-06T15:54:40Z,,,claude-sonnet-4-5,rct-classify-v1
