doi,journal_short,publication_year,title,matched_file,version,has_funding_statement,n_funders,funders,grant_numbers,extraction_status,notes,llm_model,llm_prompt_version,snapshot_utc
10.1093/qje/qjab045,QJE,2021,Why Do People Stay Poor?,qjab045 (1).pdf,published?,True,2,BA | ESRC-DFID,BA: EC170232 | ESRC-DFID: ES/L012103/1,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:32:08Z
10.1093/restud/rdab005,RES,2021,Improving Management with Individual and Group-Based Consulting: Results from a Randomized Experiment in Colombia,retrieve (4).pdf,published?,True,5,DIME i2i Trust Fund | Knowledge for Change Program (KCP) | World Bank | IPA SME Initiative | SENA,,ok,SENA provided intervention funding specifically.,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:32:35Z
10.1093/restud/rdae026,RES,2024,Good Politicians: Experimental Evidence on Motivations for Political Candidacy and Government Performance,retrieve (7).pdf,published?,True,4,Princeton University Library Open Access Fund | International Growth Center | UK International Development from the UK government | J-PAL Governance Initiative,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:32:54Z
10.1093/restud/rdab021,RES,2021,Migration and Informal Insurance: Evidence from a Randomized Controlled Trial and a Structural Model,retrieve (5).pdf,published?,False,0,,,ok,No acknowledgments or funding section found in provided text,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:33:38Z
10.1093/restud/rdae003,RES,2024,Information and Bargaining through Agents: Experimental Evidence from Mexico’s Labour Courts,retrieve (8).pdf,published?,True,3,Government Partnership Initiative of the Abdul-Latif Jameel Poverty Action Lab (JPAL) at the Massachusetts Institute of Technology | Economic Development and Institutions program | Asociacion Mexicana de Cultura,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:34:11Z
10.1093/restud/rdaf006,RES,2025,"Melons as Lemons: Asymmetric Information, Consumer Learning and Seller Reputation",2021-04-cid-wp-396-Melons-as-Lemons.pdf,published?,True,3,Weiss Family Fund | Abdul Latif Jameel Poverty Action Lab | George and Obie Shultz Fund,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:35:00Z
10.1093/restud/rdad026,RES,2023,"Credit Access, Selection, and Incentives in a Market for Asset-Collateralized Loans: Evidence From Kenya",retrieve (6).pdf,published?,False,0,,,ok,No acknowledgments or funding section in provided text,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:35:17Z
10.1093/restud/rdaf026,RES,2025,Creating Cohesive Communities: A Youth Camp Experiment in India,rdaf026.pdf,published?,True,4,J-PAL Governance Initiative | Institute on Behavior and Inequality (briq) | UCSD Hellman Fellowship | UCSD Yankelovich Fellowship,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:35:39Z
10.1093/restud/rdae024,RES,2024,Private Sector Provision as an “Escape Valve”: The Mexico Diabetes Experiment,retrieve (10).pdf,published?,True,1,Eli Lilly and Company,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:36:02Z
10.1093/restud/rdae112,RES,2024,Consumer Surplus of Alternative Payment Methods,MS32143_Manuscript_only.pdf,published?,False,0,,,ok,Acknowledgments present but no financial support disclosed.,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:36:28Z
10.1093/restud/rdae074,RES,2024,Optimal Pricing of a New Utility Service: The Case of Piped Water in Vietnam,retrieve (9).pdf,published?,True,4,World Bank Strategic Impact Evaluation Fund (SIEF) | Knowledge for Change Program (KCP) | Impact Evaluation to Development Impact (i2i) Fund | Research Support Budget,,ok,All four funders are World Bank programs or funds.,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:36:54Z
10.1093/restud/rdaf079,RES,2025,"Contract Terms, Employment Shocks, and Default in Credit Cards",qt3j9872fs.pdf,published?,False,0,,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:37:42Z
10.1162/rest_a_01061,RESTAT,2021,"Cash Transfers, Food Prices, and Nutrition Impacts on Ineligible Children",retrieve (12).pdf,published?,False,0,,,ok,Acknowledgments thank individuals and seminar participants but contain no financial-support statement.,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:38:26Z
10.1162/rest_a_01043,RESTAT,2021,The Impact of Emergency Cash Assistance in a Pandemic: Experimental Evidence from Colombia,retrieve (16).pdf,published?,False,0,,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:38:43Z
10.1162/rest_a_01093,RESTAT,2021,Cognitive Biases: Mistakes or Missing Stakes?,retrieve (13).pdf,published?,True,1,Harvard Business School,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:39:19Z
10.1162/rest_a_01074,RESTAT,2021,Advancing the Agency of Adolescent Girls,retrieve (31).pdf,published?,True,2,U.S. Department of Labor | J-PAL Post-Primary Education Initiative,U.S. Department of Labor: IL-26700-14-75-K-25,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:39:42Z
10.1162/rest_a_01404,RESTAT,2024,Harvesting the Rain: The Adoption of Environmental Technologies in the Sahel,w29518.pdf,published?,True,4,"Agricultural Technology Adoption Initiative (ATAI) | Bill & Melinda Gates Foundation | UK Foreign, Commonwealth & Development Office | CGIAR-SPIA",,ok,ATAI received support from Gates Foundation and FCDO; one anonymous donor also mentioned,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:39:55Z
10.1162/rest_a_01333,RESTAT,2023,Is Mobile Money Changing Rural Africa? Evidence from a Field Experiment,retrieve (23).pdf,published?,True,5,UK Aid-funded IGC | Fundação para a Ciência e Tecnologia | Fundação para a Ciência e Tecnologia | UK Aid/IZA GLM-LIC program | NOVAFRICA at the Nova School of Business and Economics,Fundação para a Ciência e Tecnologia: PTDC/IIM-ECO/4649/2012 | Fundação para a Ciência e Tecnologia: UID/ECO/00124/2013,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:40:09Z
10.1162/rest_a_01041,RESTAT,2021,Cash Transfers and Migration: Theory and Evidence from a Randomized Controlled Trial,retrieve (11).pdf,published?,True,9,World Bank | DFID | i2i umbrella facility fund | Jobs Umbrella Trust Fund | Government of Norway | Government of Germany | Government of Austria | Austrian Development Agency | Swedish International Development Cooperation Agency,,ok,Funding via two umbrella funds with multiple government and multilateral supporters,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:40:26Z
10.1162/rest_a_01217,RESTAT,2022,NGOs and the Effectiveness of Interventions,retrieve (19).pdf,published?,True,6,United States Agency for International Development (USAID) | Duke Global Health Institute | Duke University Energy Initiative | Sustainable Energy Transitions Initiative | United Nations University World Institute for Development Economics Research | Cornell Atkinson Center for Sustainability,United States Agency for International Development (USAID): GHS-A-00-09-00015-00,ok,USAID grant was under Translating Research into Action cooperative agreement,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:41:01Z
10.1162/rest_a_01182,RESTAT,2022,Raising Health Awareness in Rural Communities: A Randomized Experiment in Bangladesh and India,retrieve (20).pdf,published?,True,1,Monash Business School,,ok,Special COVID-19 research funding,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:41:16Z
10.1162/rest_a_01296,RESTAT,2023,Identity Verification Standards in Welfare Programs: Experimental Evidence from India,retrieve (22).pdf,published?,True,1,Bill and Melinda Gates Foundation,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:41:28Z
10.1162/rest_a_01500,RESTAT,2024,Can a Trusted Messenger Change Behavior When Information Is Plentiful? Evidence from the First Months of the COVID-19 Pandemic in West Bengal,wb_manuscript_final.pdf,published?,True,3,J-PAL/IGI | NSF RAPID | Weiss Foundation,NSF RAPID: 2029880,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:41:49Z
10.1162/rest_a_01285,RESTAT,2023,"Low-Quality Seeds, Labor Supply, and Economic Returns: Experimental Evidence from Tanzania",retrieve (24).pdf,published?,True,2,SIDA | Environment for Development Network,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:42:11Z
10.1162/rest_a_01086,RESTAT,2021,Saving for Multiple Financial Needs: Evidence from Lockboxes and Mobile Money in Malawi,retrieve (14).pdf,published?,True,1,"Financial Inclusion Program at IPA, ISB, and UCSC",,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:43:21Z
10.1162/rest_a_01247,RESTAT,2022,Ask a Local: Improving the Public Pricing of Land Titles in Urban Tanzania,retrieve (18).pdf,published?,True,1,IGC,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:44:18Z
10.1162/rest_a_01359,RESTAT,2023,When Transparency Fails: Financial Incentives for Local Banking Agents in Indonesia,ssrn-3783940.pdf,published?,True,4,ExxonMobile Foundation | Australian Government Department of Foreign Affairs and Trade (DFAT) | World Bank Gender Innovation Lab | Spanish Ministry of Economy and Competitiveness,"Spanish Ministry of Economy and Competitiveness: CEX2019-000915-S, RYC2017-23172, ECO2017-82696",ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:44:34Z
10.1162/rest_a_01487,RESTAT,2024,Language Barriers in Multinationals and Knowledge Transfers,w28807.pdf,published?,True,3,International Growth Center | Jerome A. Chazen Institute for Global Business | Columbia's Center on Japanese Economy and Business,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:44:57Z
10.1162/rest_a_01337,RESTAT,2023,Five-Year Impacts of Group-Based Financial Education and Savings Promotion for Ugandan Youth,w28011.pdf,published?,True,2,Financial Education Fund from DFID | Citi Foundation,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:45:16Z
10.1162/rest_a_01379,RESTAT,2023,Financing Municipal Water and Sanitation Services in Nairobi’s Informal Settlements,Financing-Municipal-Water-and-Sanitation-Services-in-Nairobi-s-Informal-Settlements.pdf,published?,True,4,World Bank's Strategic Impact Evaluation Fund (SIEF) | Development Impact Evaluation Department (DIME) | J-PAL/MIT Urban Services Initiative | International Growth Center,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:45:40Z
10.1162/rest_a_01219,RESTAT,2022,Skeptical Employers: Experimental Evidence on Biased Beliefs Constraining Firm Growth,retrieve (21).pdf,published?,True,1,Bill and Melinda Gates Foundation,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:45:58Z
10.1162/rest_a_01529,RESTAT,2024,A Firm of One's Own: Experimental Evidence on Credit Constraints and Occupational Choice,dp10583.pdf,published?,True,4,IZA/DFID Growth and Labour Markets in Low Income Countries Programme | CEPR/DFID Private Enterprise Development in Low-Income Countries Research Initiative | ILO's Youth Employment Network | World Bank,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:46:13Z
10.1162/rest_a_01433,RESTAT,2024,"Biometric Monitoring, Service Delivery, and Misreporting: Evidence from Healthcare in India",rest_a_01433.pdf,published?,True,3,USAID | AusAid | Health Results Innovations Trust Fund,,ok,Health Results Innovations Trust Fund administered by the World Bank,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:46:41Z
10.1162/rest_a_01537,RESTAT,2024,Improving Workers' Performance in Small Firms: A Randomized Experiment on Goal Setting in Ghana,MS28133.pdf,published?,True,1,Department for International Development (DFID) of the United Kingdom,Department for International Development (DFID) of the United Kingdom: EIP-LIC/PO5639,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:46:59Z
10.1162/rest_a_01135,RESTAT,2021,The Impact of Short-Term Employment for Low-Income Youth: Experimental Evidence from the Philippines,retrieve (17).pdf,published?,True,2,International Initiative for Impact Evaluation (3ie) | Australian Government Department of Foreign Affairs,,ok,Both funders contributed through the 3ie Policy Window grant program,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:47:22Z
10.1162/rest_a_01082,RESTAT,2021,Skill Versus Voice in Local Development,retrieve (15).pdf,published?,True,4,U.K. Economic and Social Research Council | Governance Initiative at J-PAL | NWO | Stanford Institute for Innovation in Developing Economies,NWO: 451-14-001,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:47:39Z
10.1162/rest_a_01593,RESTAT,2025,"Subsidies, Information, and the Timing of Children's Health Care in Mali",ssrn-2851399.pdf,published?,True,5,Brown University Brown Seed Fund Award | Brown University Population Studies and Training Center | Brown University Rhodes Center | Aga Khan Foundation | ESRC/DFID Development Frontiers Award,ESRC/DFID Development Frontiers Award: ES/K01207X/1,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:47:53Z
10.1162/rest_a_01587,RESTAT,2025,The Selection Effects of Part-Time Work: Experimental Evidence from a Large-Scale Recruitment Drive,ssrn-4089898.pdf,published?,True,5,"Africa Future Foundation | Ministry of the Interior, Republic of Korea | Smith Family Business Initiative at Cornell University | Yonsei University College of Medicine | Yonsei University College of Medicine",Yonsei University College of Medicine: 2024-32-0098 | Yonsei University College of Medicine: 6-2024-0158,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:48:15Z
10.1162/rest.a.275,RESTAT,2025,Heat and Team Production: Experimental Evidence from Bangladesh,dp17870.pdf,published?,True,4,"Academic Senate, University of California San Diego | Center for Global Transformation, University of California San Diego | Policy Design and Evaluation Lab, University of California San Diego | University of Colorado Denver",,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:48:33Z
10.1162/rest.a.278,RESTAT,2025,Agricultural Transformation and Farmers' Expectations: Experimental Evidence from Uganda,GLO-DP-0456.pdf,published?,True,2,International Initiative for Impact Evaluation (3ie – Agricultural Innovation Thematic Window) | Carson Priority Endowed Professorship,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:48:50Z
10.1162/rest.a.286,RESTAT,2025,Monitoring Technology: The Impact of Body-Worn Cameras on Citizen-Police Interactions,WRAP-Monitoring-technology-impact-body-worn-25.pdf,published?,True,1,EGAP Metaketa IV initiative,,ok,"The AEA Registry ID is a trial registration, not a grant number.",claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:49:21Z
10.1162/rest.a.1622,RESTAT,2025,Conscientiousness in the Workplace: Evidence from a Field Experiment in West Africa,REStat_Manuscript.pdf,published?,True,4,"RSB | ieConnect for Impact program | Foreign, Commonwealth & Development Office | Islamic Development Bank",,ok,Islamic Development Bank support not explicitly specified as financial.,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:49:37Z
10.1162/rest.a.1689,RESTAT,2025,The Long-Term Impact of High School Financial Education: Evidence from Brazil,cfpb_bruhn-et-al-conference.pdf,published?,False,0,,,ok,Acknowledges individuals for support and comments but no explicit financial support statement.,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:50:54Z
10.1162/rest.a.1693,RESTAT,2025,"Sex, Power, and Adolescence: Intimate Partner Violence and Sexual Behaviors",w31624.pdf,published?,True,2,Hewlett Foundation | Africa Gender Innovation Lab (GIL) at the World Bank,,ok,,claude-sonnet-4-5,funders-fulltext-v1,2026-06-04T21:51:21Z
10.1016/j.jdeveco.2023.103174,JDE,2023,Improved menstrual health and the workplace: An RCT with female Bangladeshi garment workers,1-s2.0-S030438782300130X-main.pdf,published?,False,0,,,ok,No acknowledgments or funding section found in provided text,claude-sonnet-4-5,funders-fulltext-v1,2026-06-05T00:14:36Z
